area	name	description
lambeth-contaminated-land:35	77-81 Clapham Road	Service station
lambeth-contaminated-land:36	York Road	Shell Upstream service station
lambeth-contaminated-land:37	38-46 Albert Embankment	Texaco service station
lambeth-contaminated-land:38	212-214 Kennington road	Texaco service station
lambeth-contaminated-land:39	63 Sternhold Avenue	Murco Filling station
lambeth-contaminated-land:40	116-120 Coldharbour Lane	Filling station
lambeth-contaminated-land:41	2 Weir Road	Filling station
lambeth-contaminated-land:42	42-52 Hinton Road	Save Service station
lambeth-contaminated-land:43	300 Norwood Road	Star West Norwood
lambeth-contaminated-land:44	66-68 Wandsworth Road	Sainsburys plc filling station
lambeth-contaminated-land:45	68-86Clapham Road	Service station
lambeth-contaminated-land:46	123-133 Larkhall Lane	Larhall Lane Service Station
lambeth-contaminated-land:47	238 Kennington Lane	BP Kennington express service station
lambeth-contaminated-land:48	56-58 Sunnyhill Road	Service station
lambeth-contaminated-land:49	190-198A Kennington Park Road	Service station
lambeth-contaminated-land:50	474 Wandsworth Road	Heathbrook Service station
lambeth-contaminated-land:51	243 Brixton Road	Ingarfields service station
lambeth-contaminated-land:52	109 Tulse Hill	Cheriton Court service station
lambeth-contaminated-land:53	128 Herne Hill	Herne Hill service station
lambeth-contaminated-land:54	633-651 Wandsworth Road	Service Station
lambeth-contaminated-land:55	12 Kings Avenue	Esso service station
lambeth-contaminated-land:56	17-21 Thurlow Park Road	Avenue Park Service Station
lambeth-contaminated-land:57	372 Clapham Road	Savoy Service Station
lambeth-contaminated-land:58	68-86 Clapham Road	Service Station
lambeth-contaminated-land:59	47-51 Acre Lane	Star Service center
lambeth-contaminated-land:60	2-22 Streatham Place	Jet Filling Station
lambeth-contaminated-land:61	80 Norwood High Street, London	site satisfactory and no history of contamination. Source, letter from Environmental Health Officer to Lloyds Bank Commercial Service 13 July 1998
lambeth-contaminated-land:62	Site 1-3 Pilgrim Hill, London	The site has historically been used as a stonemasons yard and some materials in connection with this use remain.  Environmental Health Officer to Environmental Auditors Ltd, 16 September 1998
lambeth-contaminated-land:63	Site 1-3 Pilgrim Hill, London	In proximity on the south western border of the site on Auckland Hill is being used as a motor repair facility. Source, letter from Environmental Health Officer to Environmental Auditors Ltd, 16 September 1998
lambeth-contaminated-land:64	Salamanca Street, Lambeth	Lambeth Pottery, India Rubber Works Source,
lambeth-contaminated-land:65	Stockwell Park Road, London,	A slight degree of contamination by metallic elements is present across the site, with local moderate contamination by mercury and heavy contamination by lead. The contamination was limited to the made ground. Source  Ashdown Site Investigation Ltd,
lambeth-contaminated-land:66	39 Streatham Hill, London,	Brixton Bus Garage,  Bus & Coach Paint spraying process.
lambeth-contaminated-land:67	1/21 Streatham Vale (B272) London	Land immediately adjoining to the south formerly comprised part of an extensive railway sidings network. Associated uses such as coal distribution and rolling stock storage also took place. No record of any contamination survey. There is also no record th
lambeth-contaminated-land:68	Lambeth Nurses Home, Sullivan Road	No contamination present on site. Source, letter from Mr Colin Stanbury to Rialto Homes Plc, 2 December 1998
lambeth-contaminated-land:69	24 Usborne Mews Carroun Road	Property was previously used as a tram garage, however no record was found of the site being potentially contaminated. Source, letter from Mr Colin Stanbury, Environmental Health Officer to Eric Robinson & Co - Solicitors, 18 August 1999
lambeth-contaminated-land:70	Wanless Road London	Jason Works, ICRCL guideline threshold levels for gardens and allotments concluded that there were elevated levels of arsenic, lead, copper and boron.. However all levels were below the threshold for open spaces. Source Anglian Site Investigations, Contam
lambeth-contaminated-land:71	Wanless Road London	The levels of Arsenic found were thought to be typical for soils that contain fill material. Source Anglian Site Investigations, Contamination Assessment Feb 2000
lambeth-contaminated-land:72	Wanless Road London	The factory had previously been used as a button manufacturing company. Source Anglian Site Investigations, Contamination Assessment Feb 2000
lambeth-contaminated-land:73	Wanless Road London	There were no obvious signs of contamination on the site, such as oil or chemical tanks. Source Anglian Site Investigations, Contamination Assessment Feb 2000
lambeth-contaminated-land:74	Wanless Road London	The levels of PAH showed a slightly elevated level, however this is below the ICRCL action level. Source Anglian Site Investigations, Contamination Assessment Feb 2000
lambeth-contaminated-land:75	St Martins Estate, Lambeth	Some slightly elevated concentrations of zinc, arsenic, mercury, lead, sulphate and PAH were discovered, for domestic garden use, however were below that for open spaces.  Remediation Completion Report May 2001, Arcadis Geraghty & Miller International
lambeth-contaminated-land:76	Trelawn Road, Brixton	Little development, primarily large residential dwellings Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:77	Trelawn Road, Brixton	Site appears to be grounds of a large manor house. The London Chatham and Dover Railway line has been built. Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:78	Trelawn Road, Brixton	Residential dwellings increased dramatically. To the west is a newly built Saw Mill, and further west a new Tramway runs along Brixton Hill. Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:79	Trelawn Road, Brixton	Further to the North of Trelawn Road, a large motor works has been built. Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:80	Trelawn Road, Brixton	To the North of the site, a glove factory has been identified. A garage workshop can also be seen along the northern side of Water Lane. Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:81	Trelawn Road, Brixton	The surrounding area remains relatively unchanged. The building occupying the site is now a Nursery. Source Cook Associates, Method Statement for Remediation of contaminated ground, June 2002
lambeth-contaminated-land:82	Trelawn Road, Brixton	13% of determinants tested for potential contamination exceeded the ICRCL threshold levels for domestic gardens. Additionally, a number of determinants fell into the slightly contaminated and contaminated solid Kelly's classification. Arsenic exceeded the
lambeth-contaminated-land:83	Deeley Road, London	1999: Proposed site of a housing development. The hard standing construction is the source of the high near-surface PAH contamination. Source Ground Solutions Group Ltd, GSG 1999, Report of an investigation into Ground Conditions by Springfield Site Inves
lambeth-contaminated-land:84	Deeley Road, London	PAH's above ICRCL threshold for landscaped areas. Source Ground Solutions Group Ltd, GSG 1999, Report of an investigation into Ground Conditions by Springfield Site Investigation Ltd, Jan 1998.Letter from Mr Colin Stanbury Environmental Health Officer to
lambeth-contaminated-land:85	Deeley Road, London	PAH, arsenic, mercury and lead at one borehole exceeded the threshold trigger level for domestic gardens, but below hard cover threshold. Source Ground Solutions Group Ltd, GSG 1999, Report of an investigation into Ground Conditions by Springfield Site In
